# Timestep     No_Moles     No_Specs     C12H5	O2	
# Timestep     No_Moles     No_Specs     C12H5	O2	
67900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
68900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
69900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
70900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
71900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
72900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
73900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
74900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
75900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
76900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
77900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	C12H5O2	O2	
78700         14          3	 4	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
78900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C5H2	C7H3	C12H5	O2	
79200         16          4	 1	 1	 4	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
79900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
80900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
81900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82000         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82100         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82200         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82300         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82400         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82500         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82600         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82700         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82800         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	O2	
82900         15          2	 5	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83000         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83100         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83200         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83300         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83400         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83500         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83600         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83700         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83800         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
83900         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
84000         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
84100         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
84200         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4O2	O2	
84300         15          4	 4	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4O2	O2	
84400         15          4	 4	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4O2	O2	
84500         15          4	 4	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
84600         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
84700         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
84800         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
84900         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
85000         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
85100         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
85200         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	O2	
85300         16          4	 4	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C11H5	C	O2	
85400         17          6	 3	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C11H5	C	O2	
85500         17          6	 3	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C11H5	C	O2	
85600         17          6	 3	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
85700         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
85800         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
85900         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86000         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86100         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86200         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86300         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86400         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86500         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86600         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86700         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86800         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
86900         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87000         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87100         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87200         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87300         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87400         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87500         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87600         18          7	 3	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C7H3	O2	
87700         19          7	 2	 2	 2	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C8H3	C8H4	O2	
87800         19          8	 2	 2	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
87900         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88000         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88100         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88200         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88300         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88400         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88500         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88600         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C12H5O2	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88700         19         10	 1	 1	 2	 1	 1	 1	 1	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88800         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
88900         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89000         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89100         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89200         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89300         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89400         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89500         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89600         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89700         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89800         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
89900         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C7H3	C5H2	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90000         21         11	 1	 1	 1	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90100         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90200         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90300         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90400         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90500         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90600         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2O2	C	C6H3	C2	C8H4	O2	
90700         19          9	 2	 2	 1	 1	 1	 1	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90800         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C6H3	C2	C8H4	O2	
90900         20          9	 2	 2	 1	 1	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91000         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91100         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91200         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91300         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91400         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91500         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91600         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91700         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91800         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
91900         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92000         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92100         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92200         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92300         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92400         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92500         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3HO2	C9H4	C4H2	C	C4H3	C2	C8H4	C3H	O2	
92600         20         10	 2	 1	 1	 1	 1	 1	 2	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	C3HO2	C9H4	C4H2	C	C4H3	C2	C8H4	C3H	O2	
